Column1;longitude;latitude;housing_median_age;total_rooms;total_bedrooms;population;households;median_income;median_house_value;ocean_proximity
361;-117.34;33.89;17;2678;394;1225;367;5.363;211300;INLAND
362;-121.52;38.49;5;3344;800;1341;670;3.6196;152800;INLAND
363;-123.15;39.74;23;608;143;281;108;2.9306;70000;INLAND
364;-122.08;37.64;23;1897;440;1109;418;3.142;179500;NEAR BAY
365;-122.41;37.64;38;1204;268;921;247;4.4464;215400;NEAR OCEAN
366;-119.06;36.1;21;1344;249;868;221;2.5893;63600;INLAND
367;-122.15;37.73;45;3758;819;1573;736;2.8355;245400;NEAR BAY
368;-122.43;37.75;52;2155;468;962;490;3.775;325900;NEAR BAY
369;-121.31;37.94;41;375;108;323;98;1.9531;45000;INLAND
370;-118.98;35.37;35;825;179;670;181;1.1638;57900;INLAND
371;-118.08;33.93;39;859;164;673;172;3.7143;158200;<1H OCEAN
372;-117.24;33.77;9;6907;1379;3665;1290;2.8401;104200;INLAND
373;-119.8;36.29;7;479;84;327;103;5.1728;107500;INLAND
374;-118.3;34.19;52;2962;468;1364;466;4.9042;343500;<1H OCEAN
375;-119.66;36.34;32;1338;276;859;286;2.6397;59700;INLAND
376;-121.39;38.63;30;2930;739;1661;668;2.7813;118900;INLAND
377;-118.19;35.05;14;2992;573;1631;526;3.7452;83200;INLAND
378;-122.16;37.77;45;2324;397;968;384;3.5739;176000;NEAR BAY
379;-117.2;33.29;12;6358;1182;2778;1020;4.0357;295900;<1H OCEAN
380;-117.32;34.16;9;711;139;316;152;4.0156;131000;INLAND
381;-118.36;34.16;42;2304;442;862;429;4.3542;417900;<1H OCEAN
382;-121.72;37.16;21;1062;179;631;185;4.7386;394100;<1H OCEAN
383;-122.62;38.94;13;524;129;215;90;1.5455;55000;INLAND
384;-122.03;37.31;19;2885;859;1520;784;3.375;275700;<1H OCEAN
385;-122.95;38.73;37;1548;328;863;287;2.9792;151300;<1H OCEAN
386;-122.18;37.74;35;504;126;323;109;1.8438;90500;NEAR BAY
387;-118.57;34.2;18;7157;1869;4642;1699;3.1818;208000;<1H OCEAN
388;-117.9;33.64;28;2466;507;1081;465;3.9375;339800;<1H OCEAN
389;-118.15;33.84;29;2448;354;894;349;7.6526;481300;<1H OCEAN
390;-121.45;38.52;37;1477;321;888;312;2.5592;70300;INLAND
391;-117.37;33.94;14;9286;1269;3565;1238;6.6635;219600;INLAND
392;-117.19;32.8;16;2593;794;1235;684;3.1304;166300;NEAR OCEAN
393;-120.27;37.12;36;1219;258;639;245;1.9464;57000;INLAND
394;-122.03;37.6;24;2077;383;1488;389;4.5721;214700;NEAR BAY
395;-121.99;37.27;21;1214;192;500;185;7.598;347800;<1H OCEAN
396;-118.06;34.1;42;1576;313;697;282;4.3523;283600;<1H OCEAN
397;-118.18;34.13;52;2228;475;1311;452;3.5341;182100;<1H OCEAN
398;-118.33;33.98;30;3112;931;2739;841;1.6531;118500;<1H OCEAN
399;-119.18;34.15;22;4769;1366;5534;1318;2.4167;192000;NEAR OCEAN
400;-121.27;38.11;11;3163;794;2106;762;2.4482;103000;INLAND
401;-115.48;32.68;15;3414;666;2097;622;2.3319;91200;INLAND
402;-117.89;34.12;35;1566;321;1396;317;4.05;141300;<1H OCEAN
403;-118.31;33.93;35;1580;266;926;282;5.0653;158000;<1H OCEAN
404;-120.97;37.62;7;8489;1673;5807;1575;2.9451;127800;INLAND
405;-117.61;34.1;9;18956;4095;10323;3832;3.6033;132600;INLAND
406;-122.29;37.84;35;1872;419;1017;414;2.2106;132500;NEAR BAY
407;-117.72;33.53;14;1672;295;704;293;5.1129;251300;<1H OCEAN
408;-122.24;38.25;33;213;36;91;33;4.9167;187500;NEAR BAY
409;-117.1;32.7;28;633;137;525;170;3.6042;95600;NEAR OCEAN
410;-117.92;33.88;32;1632;244;575;235;5.3986;318700;<1H OCEAN
411;-120.98;39.93;25;2220;511;912;449;1.8914;87800;INLAND
412;-120.83;35.32;11;3252;701;1814;660;3.2226;183200;NEAR OCEAN
413;-121.79;37.31;22;2199;361;1270;386;5.1149;235700;<1H OCEAN
414;-121.09;38.19;23;762;140;358;141;2.4545;105000;INLAND
415;-116.97;32.83;23;149;32;101;34;2.6458;112500;<1H OCEAN
416;-117.31;33.24;6;1580;288;792;265;4.0469;162400;<1H OCEAN
417;-118.11;34.01;41;815;252;775;231;2.2847;190000;<1H OCEAN
418;-118.57;34.22;17;3262;753;1879;708;4.1359;255200;<1H OCEAN
419;-117.88;33.7;18;2135;373;1464;405;5.4836;225800;<1H OCEAN
420;-118.43;34.01;31;2526;528;1046;504;4.7009;500001;<1H OCEAN
421;-119.85;36.82;16;1852;274;887;286;5.5405;119300;INLAND
422;-116.53;33.84;28;8399;1839;3470;1340;2.5885;159000;INLAND
423;-120.65;35.27;15;2365;538;1446;490;2.5129;225900;NEAR OCEAN
424;-122.07;38.27;8;6761;1234;3237;1177;4.3586;173400;INLAND
425;-122.46;37.74;52;2053;281;791;287;10.959;500001;NEAR BAY
426;-118.35;34.22;30;1260;222;638;229;4.1302;258300;<1H OCEAN
427;-123.22;39.15;45;1348;265;639;270;3.3667;115200;<1H OCEAN
428;-117.29;33.97;4;18767;3032;8805;2723;4.6667;160600;INLAND
429;-120.9;38.2;16;3120;641;1319;526;2.0472;93200;INLAND
430;-119.85;36.77;9;1142;314;620;283;2.0446;81300;INLAND
431;-118.17;33.77;38;2239;721;984;684;2.346;165600;NEAR OCEAN
432;-118.22;33.82;30;1680;469;1779;429;3.6086;146300;NEAR OCEAN
433;-121.68;36.9;13;833;130;405;127;5.2729;322900;<1H OCEAN
434;-121.94;37.94;26;1299;174;533;180;6.2296;291700;INLAND
435;-121.37;38.56;18;2129;363;815;347;2.7679;118000;INLAND
436;-119.81;36.78;35;1012;245;633;240;2.0324;55500;INLAND
437;-117.91;34.02;22;6269;536.9621513;5587;1251;3.8201;136200;<1H OCEAN
438;-121.9;38.02;5;1560;369;1037;372;3.6154;181800;INLAND
439;-118.32;34.04;39;2965;812;2638;794;2.532;172700;<1H OCEAN
440;-118.21;33.97;52;4220;908;3731;892;3.1901;167600;<1H OCEAN
441;-121.89;37.82;4;11444;1355;3898;1257;13.2949;500001;INLAND
442;-118.44;34.05;18;4780;1192;1886;1036;4.4674;500001;<1H OCEAN
443;-119.04;36.07;26;2185;435;1108;419;2.2277;78000;INLAND
444;-117.95;33.87;22;1432;335;746;296;2.0227;55000;<1H OCEAN
445;-119.3;36.34;45;3723;831;2256;770;1.8299;63100;INLAND
446;-119.67;36.83;4;2145;334;1024;308;5.0864;113700;INLAND
447;-119.52;34.39;23;1414;365;889;345;2.6397;250000;NEAR OCEAN
448;-122.23;37.82;52;3494;396;1192;383;12.3804;500001;NEAR BAY
449;-121.94;37.25;16;3942;749;1894;737;5.2894;332800;<1H OCEAN
450;-118.26;34.08;46;945;250;910;252;3.5039;187500;<1H OCEAN
451;-117.92;34.11;24;2838;695;2151;645;3.2202;126200;<1H OCEAN
452;-118.01;33.74;25;8110;1264;3613;1232;6.0609;264900;<1H OCEAN
453;-121.95;37.32;20;1145;198;431;173;3.1103;281900;<1H OCEAN
454;-118.01;34.12;43;1185;207;657;198;4.5491;214800;INLAND
455;-119.75;36.78;33;1145;197;508;198;2.3333;81300;INLAND
456;-117.88;33.76;17;1768;474;1079;436;1.7823;205300;<1H OCEAN
457;-118.41;34.21;35;1789;292;897;267;5.592;239900;<1H OCEAN
458;-121.06;38.7;9;13255;1739;5001;1627;6.314;228900;INLAND
459;-121.91;36.42;14;1078;261;382;171;3.7083;210000;NEAR OCEAN
460;-121.93;37.54;25;1354;192;596;220;6.629;352400;<1H OCEAN
461;-120.59;37.35;15;3249;613;1569;595;3.5393;88000;INLAND
462;-118.38;34.17;33;1588;454;739;392;2.8208;238500;<1H OCEAN
463;-117.34;33.06;17;2718;518;815;403;4.3182;357100;NEAR OCEAN
464;-118.87;34.23;14;4242;746;1858;689;6.0145;287100;<1H OCEAN
465;-118.09;33.7;13;4770;969;2261;972;5.883;295100;NEAR OCEAN
466;-118.14;33.89;39;1744;339;1048;330;4.5735;195500;<1H OCEAN
467;-118.33;34.19;46;2115;463;1133;439;3.7344;222000;<1H OCEAN
468;-121.37;36.89;21;2471;473;1753;451;4.025;293800;INLAND
469;-118.38;33.83;20;2270;498;1070;521;4.4615;384800;<1H OCEAN
470;-122.06;37.96;37;1784;313;788;304;4.2917;189600;NEAR BAY
471;-121.87;37.99;15;2203;312;1051;311;4.9783;163900;INLAND
472;-118.32;33.99;43;1257;232;735;232;3.7167;108900;<1H OCEAN
473;-121.82;37.73;47;127;23;51;21;4.3472;375000;INLAND
474;-117.08;33.12;43;107;44;107;48;0.7054;137500;<1H OCEAN
475;-121.37;38.6;35;3137;544;1312;549;3.788;136800;INLAND
476;-119.69;34.43;30;1273;343;1082;325;2.5104;228100;<1H OCEAN
477;-121.24;38;25;1471;300;721;304;2.4688;126800;INLAND
478;-118.42;34.16;17;277;70;119;59;4.0208;341700;<1H OCEAN
479;-117.23;33.57;6;13724;2269;5860;1986;3.9617;183000;<1H OCEAN
480;-117.87;33.88;25;1808;440;1342;454;3.025;156900;<1H OCEAN
481;-122.41;37.8;52;3260;1535;3260;1457;0.9;500001;NEAR BAY
482;-115.51;33.12;21;1024;218;890;232;2.101;46700;INLAND
483;-117.23;34.49;9;4055;536;1458;478;5.4201;170600;INLAND
484;-119.79;36.83;15;3356;694;1232;627;2.2215;72200;INLAND
485;-118.24;34.24;31;3019;469;1349;462;7.1463;394100;<1H OCEAN
486;-122.54;37.95;38;2310;400;971;386;5.697;435700;NEAR BAY
487;-120.89;37.52;42;1200;221;647;192;2.5402;157500;INLAND
488;-122.32;37.97;29;2347;464;1135;490;3.9722;161000;NEAR BAY
489;-117.7;33.57;9;1204;355;469;293;3.6196;119900;<1H OCEAN
490;-121.42;38.6;23;3713;1078;2194;1018;1.7451;89600;INLAND
491;-119.31;36.33;46;1636;338;772;332;2.425;84900;INLAND
492;-121.89;37.35;44;1668;380;1143;365;3.2083;181900;<1H OCEAN
493;-117.27;33.55;4;6112;890;2088;712;5.5351;429000;<1H OCEAN
494;-118.27;33.96;34;1040;276;1083;255;1.6467;90900;<1H OCEAN
495;-120.84;35.3;15;2062;327;781;316;4.9359;317700;NEAR OCEAN
496;-118.46;34.19;20;5992;1820;4826;1632;2.7237;233500;<1H OCEAN
497;-119.04;35.95;25;1009;246;994;222;1.8462;55800;INLAND
498;-118.2;34.02;26;36;9;35;9;1.625;175000;<1H OCEAN
499;-117.3;33.06;31;2128;520;1049;485;4.027;290000;NEAR OCEAN
500;-118.37;34.06;52;2402;506;878;464;4.0217;500001;<1H OCEAN
501;-120.05;36.98;16;3705;739;2463;697;2.5288;61800;INLAND
502;-119.48;35.17;36;116;20;39;18;3.125;37500;INLAND
503;-117.69;34.08;30;4255;773;2129;730;4.5185;142500;INLAND
504;-117.68;33.59;12;3473;466;1569;450;8.8636;314000;<1H OCEAN
505;-118;34.15;43;2583;633;1544;617;2.5417;178300;INLAND
506;-118.43;34.01;41;1527;279;746;285;6.4232;446600;<1H OCEAN
507;-117.37;33.22;35;2204;482;1435;462;3.676;125600;NEAR OCEAN
508;-117.35;34.5;10;2163;392;1174;362;3.375;98000;INLAND
509;-120.84;35.37;34;3279;714;1397;646;2.5552;200000;NEAR OCEAN
510;-120.71;37.39;11;1479;341;1476;327;3.2721;73800;INLAND
511;-118.2;34.03;52;1754;452;1849;445;2.3716;122800;<1H OCEAN
512;-118.18;34.1;10;1907;398;921;369;4.875;200400;<1H OCEAN
513;-122.26;38.11;52;793;216;505;194;1.9667;93800;NEAR BAY
514;-120.44;34.65;30;2265;512;1402;471;1.975;134000;NEAR OCEAN
515;-117.13;32.79;35;1458;262;723;257;4.2098;174100;NEAR OCEAN
516;-118.46;34.42;25;2988;525;1884;513;4.7007;169500;<1H OCEAN
517;-118.53;34.45;26;828;149;508;158;5.2374;185500;<1H OCEAN
518;-120.97;37.84;28;2368;430;1231;403;2.883;141900;INLAND
519;-120.93;37.74;37;1956;402;1265;397;2.3023;91900;INLAND
520;-116.87;33.91;37;1858;361;1632;310;2.7536;73100;INLAND
521;-118.14;34.04;43;1949;464;1216;457;3.3214;209300;<1H OCEAN
522;-118.9;34.4;16;2614;575;1163;524;1.5781;134400;<1H OCEAN
523;-121.56;39.51;46;1885;385;871;347;1.6352;53100;INLAND
524;-119.77;36.77;38;3065;658;1441;625;2.0564;64700;INLAND
525;-121;37.25;21;1937;389;1002;373;2.6087;96200;INLAND
526;-122.47;37.67;20;5689;992;3752;1002;5.5845;304300;NEAR OCEAN
527;-117.79;33.76;25;2037;252;796;249;11.0546;487200;<1H OCEAN
528;-120.96;37.61;23;3497;887;2467;816;1.9444;93400;INLAND
529;-117.22;33.31;12;2924;433;1193;394;6.2475;331300;<1H OCEAN
530;-122.56;41.53;29;1729;355;848;328;2.2024;60900;INLAND
531;-121.09;38.03;21;2064;342;1021;359;4.517;152200;INLAND
532;-122.02;37.6;36;1633;345;1382;338;3.694;159600;NEAR BAY
533;-116.52;33.85;13;7559;1444;3189;1105;3.4886;112500;INLAND
534;-117.91;34.06;29;3250;521;1382;513;5.112;218300;<1H OCEAN
535;-118.37;34.18;33;1829;512;1345;500;3.1629;198900;<1H OCEAN
536;-122.38;37.73;40;543;536.9621513;259;89;2.2167;193800;NEAR BAY
537;-121.73;37.71;12;5608;1049;2595;1067;3.9864;200200;INLAND
538;-122.92;41.7;23;4017;792;1634;619;2.3571;62000;INLAND
539;-117.47;34.07;24;1017;227;568;187;1.5972;112500;INLAND
540;-121.83;37.28;17;3057;606;2030;602;5.2166;230900;<1H OCEAN
541;-118.25;33.79;34;1349;371;1716;380;2.7143;138100;NEAR OCEAN
542;-122.44;37.77;52;2537;559;849;530;5.1788;476900;NEAR BAY
543;-122.04;37.54;26;2145;369;1285;377;4.9464;223800;NEAR BAY
544;-117.86;34.14;33;2344;363;1098;359;6.2089;283400;INLAND
545;-118.14;34.09;20;3447;1007;2622;934;2.918;208700;<1H OCEAN
546;-120.68;35.14;34;3100;617;1155;542;3.0938;245900;NEAR OCEAN
547;-120.5;38.87;10;81;41;55;16;4.9583;87500;INLAND
548;-118.37;33.77;26;6339;876;2540;880;10.1447;500001;NEAR OCEAN
549;-120.83;39.27;14;3338;608;1373;562;3.67;160100;INLAND
550;-122.38;40.69;21;1774;370;875;354;1.7422;61500;INLAND
551;-121.85;37.36;11;2109;592;2744;607;4.0452;205900;<1H OCEAN
552;-122.26;37.82;37;3633;1085;1838;980;2.6104;193100;NEAR BAY
553;-120.08;41.79;34;1355;262;434;178;2.0903;56100;INLAND
554;-118.3;33.74;20;2625;673;1184;606;3.9167;285200;NEAR OCEAN
555;-119.24;35.67;32;3216;750;2639;709;2.0025;54700;INLAND
556;-118.36;33.83;35;1378;247;645;217;5.9143;343400;<1H OCEAN
557;-122.45;37.77;52;1722;465;885;437;3.0906;500001;NEAR BAY
558;-122.04;36.96;42;1149;264;703;232;2.5865;206400;NEAR OCEAN
559;-118.13;33.76;46;2834;673;1175;670;4.7875;363800;NEAR OCEAN
560;-118.28;33.96;34;2074;562;1913;514;1.6156;102100;<1H OCEAN
561;-118.04;33.97;34;1759;431;1282;391;3.0491;158200;<1H OCEAN
562;-118.48;34.33;9;2384;395;1697;402;6.0891;270100;<1H OCEAN
563;-120.79;38.54;34;1133;254;495;187;2.05;68900;INLAND
564;-117.25;32.72;36;2632;450;2038;419;6.5319;345800;NEAR OCEAN
565;-119.8;36.7;28;1592;304;962;282;1.3304;51300;INLAND
566;-116.96;32.8;25;3421;803;1681;742;3.369;134400;<1H OCEAN
567;-122.4;38.53;24;1741;289;564;231;3.6118;248400;INLAND
568;-121.84;39.73;52;857;232;520;198;0.987;112500;INLAND
569;-116.99;32.64;15;4331;699;2046;627;3.9519;193500;NEAR OCEAN
570;-117.68;33.61;19;2962;405;1295;440;6.0689;248000;<1H OCEAN
571;-117.91;33.88;34;1851;291;784;290;5.2336;235600;<1H OCEAN
572;-118.38;34.21;33;1981;484;1665;466;3.0833;179100;<1H OCEAN
573;-118.12;33.81;36;1774;299;784;298;5.0447;249200;<1H OCEAN
574;-120.39;34.52;40;2162;395;1010;332;2.5667;239300;NEAR OCEAN
575;-118.36;33.9;40;1271;276;725;234;5.0452;231900;<1H OCEAN
576;-117.9;33.71;16;4208;630;2592;662;6.1966;260500;<1H OCEAN
577;-118.64;34.19;30;2399;373;1062;377;6.0094;245600;<1H OCEAN
578;-119.18;34.22;15;4615;1008;2549;973;3.9063;198700;NEAR OCEAN
579;-123.48;40.34;19;518;108;216;80;2.7083;64500;INLAND
580;-121.24;38.66;14;3335;440;1329;429;6.2082;250300;INLAND
581;-117.25;33.3;14;2513;351;1151;357;6.3054;359000;<1H OCEAN
582;-121.45;36.51;29;1045;311;1245;273;1.775;112500;<1H OCEAN
583;-121.56;39.11;18;2171;480;1527;447;2.3011;57500;INLAND
584;-118.15;33.78;35;2768;752;1277;651;3.6193;250000;NEAR OCEAN
585;-119.45;36.58;18;1425;280;753;266;3.7813;87300;INLAND
586;-118.49;34.02;28;1394;582;716;543;1.5132;450000;<1H OCEAN
587;-120.44;34.96;29;2374;562;1617;463;2.6531;108300;<1H OCEAN
588;-122.72;38.42;30;2099;406;1156;401;2.8036;152300;<1H OCEAN
589;-120.7;35.32;46;118;17;6532;13;4.2639;350000;NEAR OCEAN
590;-117.65;34.04;15;3393;536.9621513;2039;611;3.9336;151000;INLAND
591;-118.04;34.13;35;249;31;268;29;15.0001;500001;INLAND
592;-121.33;38.56;17;3608;682;1694;666;3.311;109400;INLAND
593;-120.43;34.96;19;2350;631;1291;515;1.0349;130800;<1H OCEAN
594;-122.55;38.1;26;5188;892;2341;906;5.0029;255600;NEAR BAY
595;-121.99;37.36;33;2677;644;1469;633;3.2048;261800;<1H OCEAN
596;-119.27;35.5;34;1367;329;796;319;2.8269;61100;INLAND
597;-118.32;33.89;45;1928;453;1323;458;4.2813;210100;<1H OCEAN
598;-117.32;33.12;25;2670;527;936;461;2.7717;354000;NEAR OCEAN
599;-121.9;36.93;22;7281;1233;1849;832;5.3276;335500;NEAR OCEAN
600;-117.92;33.94;30;2506;394;1255;421;4.7813;198200;<1H OCEAN
601;-118.4;34.02;27;515;201;397;228;2.4135;184400;<1H OCEAN
602;-117.92;34.08;36;1285;228;679;231;3.8705;191900;<1H OCEAN
603;-117.94;34.05;34;1519;304;1262;300;3.3409;161200;<1H OCEAN
604;-118.34;33.76;34;5586;674;1871;636;15.0001;500001;NEAR OCEAN
605;-118.94;35.39;13;3137;417;1318;397;7.7751;194100;INLAND
606;-117.18;32.75;36;2282;534;918;531;2.7222;284700;NEAR OCEAN
607;-121.39;38.6;22;5773;1320;2607;1250;2.5238;118800;INLAND
608;-121.79;37.33;18;3611;614;2381;642;5.6345;231000;<1H OCEAN
609;-116.43;34.1;17;6683;1296;2677;1227;2.4828;84000;INLAND
610;-117.97;33.73;27;2097;325;1217;331;5.7121;222500;<1H OCEAN
611;-120.1;38.91;33;1561;282;30;11;1.875;500001;INLAND
612;-121.37;38.63;37;494;86;253;99;4.8194;141100;INLAND
613;-118.37;33.94;29;2265;813;3425;781;2.3675;149400;<1H OCEAN
614;-118.28;33.82;30;3615;760;2813;752;5.3849;217700;<1H OCEAN
615;-122.4;37.73;48;1489;326;1115;356;2.6364;199300;NEAR BAY
616;-117.23;32.74;16;735;139;299;134;4.6354;179200;NEAR OCEAN
617;-121.89;37.29;36;2959;529;1125;520;4.2614;268800;<1H OCEAN
618;-121.89;37.35;47;2879;631;2229;606;3.2599;183100;<1H OCEAN
619;-122.43;37.76;52;2242;459;751;464;4.75;500001;NEAR BAY
620;-117.39;34.07;15;1966;331;1118;323;3.8558;122700;INLAND
621;-118.02;34.09;32;1747;399;1199;402;3.4286;191800;INLAND
622;-117.13;32.91;15;1450;266;747;290;3.6111;196300;<1H OCEAN
623;-122.21;37.48;37;1326;335;1771;335;3.0147;218100;NEAR BAY
624;-117.81;34.11;21;3481;808;1866;746;3.6201;150400;INLAND
625;-120.8;38.51;23;1001;195;369;157;3.125;96400;INLAND
626;-117.69;33.51;4;1223;275;505;244;4.6607;173000;<1H OCEAN
627;-117.53;33.83;7;2191;324;1156;310;5.5362;195600;INLAND
628;-121.36;38.73;21;2253;416;1050;411;3.141;220100;INLAND
629;-116.9;33.65;15;652;149;248;97;2.1071;93800;INLAND
630;-124.14;41.06;32;1020;215;421;198;3.0208;143400;NEAR OCEAN
631;-117.93;33.9;30;2629;331;956;319;9.9071;500001;<1H OCEAN
632;-118.31;34.01;48;2544;532;1357;498;2.5263;121000;<1H OCEAN
633;-120.66;35.49;17;4422;945;2307;885;2.8285;171300;<1H OCEAN
634;-118.59;34.17;36;1887;359;761;329;5.4847;296000;<1H OCEAN
635;-122.42;37.75;52;2708;762;1460;741;2.9052;400000;NEAR BAY
636;-118.23;34.09;41;438;201;690;161;2.0476;181300;<1H OCEAN
637;-121.31;38.65;21;2759;409;1053;374;5.5;165700;INLAND
638;-121.96;37.33;35;2294;411;1054;449;4.0667;276900;<1H OCEAN
639;-116.95;33.86;1;6;2;8;2;1.625;55000;INLAND
640;-120.99;37.7;14;9849;1887;4356;1780;3.5877;160900;INLAND
641;-120.27;37.11;18;1277;234;674;238;2.6694;75900;INLAND
642;-118.15;34.19;38;1750;411;1398;409;2.3967;163100;<1H OCEAN
643;-120.35;37.99;3;1167;306;422;186;2.4191;217500;INLAND
644;-117.87;33.62;8;1266;536.9621513;375;183;9.802;500001;<1H OCEAN
645;-118.37;33.79;36;1596;234;654;223;8.2064;500001;NEAR OCEAN
646;-117.95;33.82;29;2929;640;1618;584;3.6875;213200;<1H OCEAN
647;-119.64;37.31;15;2654;530;1267;489;2.8393;104400;INLAND
648;-119.7;36.3;10;956;201;693;220;2.2895;62000;INLAND
649;-118.45;34.3;35;4085;919;3988;906;3.4812;160200;<1H OCEAN
650;-121.17;38.76;14;2028;255;781;251;6.5322;394000;INLAND
651;-117.06;32.68;41;2665;515;1664;512;2.375;113500;NEAR OCEAN
652;-118.27;33.81;10;1881;571;1769;553;3.9286;114000;<1H OCEAN
653;-120.36;36.13;29;1938;434;1306;415;3.0134;55500;INLAND
654;-122.09;37.7;31;2053;336;867;329;4.3375;241800;NEAR BAY
655;-122.21;37.49;24;2528;947;2437;861;2.2746;225000;NEAR BAY
656;-121.93;37.04;36;1522;230;677;206;5.8642;363500;<1H OCEAN
657;-118.15;34.04;33;818;195;664;198;2.1944;203300;<1H OCEAN
658;-114.57;33.52;27;173;35;117;34;2.0833;45000;INLAND
659;-118.06;34.08;34;1197;260;942;245;3.4202;189100;<1H OCEAN
660;-121.81;36.57;13;3030;413;1027;363;6.9615;500001;<1H OCEAN
661;-122.23;38.12;49;2715;435;1006;429;4.2308;145800;NEAR BAY
662;-117.65;33.48;6;1638;188;572;174;13.0502;500001;<1H OCEAN
663;-118.17;34.61;7;2465;336;978;332;7.1381;292200;INLAND
664;-118.23;33.96;39;405;163;686;164;1.695;94800;<1H OCEAN
665;-118.11;33.86;33;2389;410;1229;393;5.3889;234900;<1H OCEAN
666;-120.61;35.11;11;3733;831;1839;739;3.3062;158500;<1H OCEAN
667;-122.04;36.96;32;1438;306;802;293;4.1964;202000;NEAR OCEAN
668;-119.82;36.82;28;2268;336;752;330;5.2809;151500;INLAND
669;-118.5;33.99;22;3484;975;1268;952;3.2609;500001;<1H OCEAN
670;-117.11;32.75;46;695;182;601;195;2.4219;90600;NEAR OCEAN
671;-118.37;34.02;44;1944;458;981;377;2.6154;193200;<1H OCEAN
672;-122.24;37.79;43;1626;376;1284;357;2.2542;112200;NEAR BAY
673;-117.88;33.85;18;2705;713;2726;674;2.7759;200000;<1H OCEAN
674;-117.23;32.86;15;1703;320;587;282;5.0855;209800;NEAR OCEAN
675;-122.08;37.65;17;5018;1439;3069;1299;2.7694;161900;NEAR BAY
676;-117.82;34.13;27;3770;573;1606;562;6.1321;309700;INLAND
677;-116.34;33.36;24;2746;514;731;295;3.3214;176400;INLAND
678;-122.04;37.55;23;3170;532;1446;515;4.4357;291700;NEAR BAY
679;-122;37.36;25;3534;949;1880;849;3.4238;337000;<1H OCEAN
680;-120.47;34.66;4;3376;525;1684;535;4.9237;166600;NEAR OCEAN
681;-117.32;34.1;42;801;176;711;183;1.8681;59700;INLAND
682;-117.6;33.72;36;1317;228;531;214;5.6346;272500;<1H OCEAN
683;-121.98;37.33;30;2645;462;1506;480;6.3716;330500;<1H OCEAN
684;-119.72;34.43;30;2491;656;1091;576;2.5139;279500;<1H OCEAN
685;-117.01;32.77;43;841;192;496;207;3.0179;149300;<1H OCEAN
686;-121.96;36.97;23;4324;1034;1844;875;3.0777;263800;NEAR OCEAN
687;-117.13;32.73;52;1148;214;481;215;5.454;240900;NEAR OCEAN
688;-117.23;32.75;23;2415;653;1275;596;3.1389;101800;NEAR OCEAN
689;-119;35.36;39;896;217;805;197;1.25;42500;INLAND
690;-118.26;34.01;47;1269;323;1628;325;1.5089;115800;<1H OCEAN
691;-118.07;33.9;45;1776;353;1180;337;4.6406;169200;<1H OCEAN
692;-120.94;40.17;22;1334;261;597;222;2.2132;89200;INLAND
693;-121.66;36.37;9;1580;287;465;208;6.1668;405800;<1H OCEAN
694;-118.22;34.13;40;2749;580;1375;511;4.825;205800;<1H OCEAN
695;-120.22;36.49;14;1508;347;1679;345;2.4786;56000;INLAND
696;-121.18;41.31;22;2124;432;829;313;2.4519;57500;INLAND
697;-117.06;32.77;18;2269;682;1329;581;1.7951;161800;NEAR OCEAN
698;-120.68;35.26;26;1704;315;918;310;3.2464;208000;NEAR OCEAN
699;-118.12;34.1;34;2918;555;1435;568;4.2344;306300;<1H OCEAN
700;-123.21;39.18;17;2772;576;1501;584;2.6275;142100;<1H OCEAN
701;-117.88;33.88;15;957;360;615;370;3.0263;162500;<1H OCEAN
702;-122.29;38.28;38;2308;425;1272;406;3.6083;134200;NEAR BAY
703;-122.09;37.41;14;753;193;421;153;4.2463;266700;NEAR BAY
704;-121.89;36.59;18;2700;937;1042;744;3.1364;150000;NEAR OCEAN
705;-117.15;33.16;5;4750;962;2726;905;3.5839;158500;<1H OCEAN
706;-121.38;38.49;11;8537;1643;4224;1648;2.9647;108900;INLAND
707;-122.05;37.68;23;7518;1279;3827;1294;5.1701;216800;NEAR BAY
708;-121.13;37.47;37;1995;448;1559;443;2.1833;92700;INLAND
709;-117.25;32.77;32;2021;524;973;485;3.18;362500;NEAR OCEAN
710;-121.94;38.35;8;3157;559;1758;569;4.412;140100;INLAND
711;-121.33;38.04;15;1933;280;965;260;4.6477;142700;INLAND
712;-117.69;34;28;707;154;561;129;2.5781;111600;INLAND
713;-117.8;33.67;5;2638;521;1179;480;5.7759;240000;<1H OCEAN
714;-118.08;33.79;34;2840;395;1127;396;7.6144;376200;<1H OCEAN
715;-121.98;37.14;37;74;19;63;17;9.5908;350000;<1H OCEAN
716;-118.46;34.02;29;2329;833;1953;800;2.6639;233300;<1H OCEAN
717;-117.07;32.73;18;2968;656;1149;581;2.6452;154200;NEAR OCEAN
718;-122.69;38.46;32;2970;504;1117;512;5;275900;<1H OCEAN
719;-117.93;33.85;27;1962;544;1492;481;1.9621;118100;<1H OCEAN
720;-117.54;33.82;6;202;29;75;28;4.125;216700;INLAND
721;-117.62;34.44;6;8884;1687;3767;1334;3.599;140200;INLAND
722;-122.47;37.87;36;4471;618;1315;582;11.5706;500001;NEAR BAY
723;-122.02;37.24;28;2796;365;1085;363;10.6834;500001;<1H OCEAN
724;-117.69;35.65;5;1131;276;520;232;4.0167;87500;INLAND
725;-117.07;32.75;31;2036;501;1263;442;2.5583;120700;NEAR OCEAN
